Patente|Pedimento|SeccionAduanera|SecuenciaObservacion|Observaciones|TipoPedimento|FechaValidacionPagoR
3949|6900421|160|2|NER METALS SERVICE CENTERDE CONFORMIDAD CON LO DISPUESTO EN EL NUMERAL 4.3.2.8 DEL APARTADO DEPOSITO FISCAL PARA LA INDU|1|2026-01-23 12:03:01|
1680|6002458|800|6|9.PE: 01111|1|2026-01-20 15:49:03|
1733|6003771|640|6|0-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029PLA|1|2026-01-29 17:47:02|
3147|5005657|850|3|ISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO.|1|2026-01-08 21:10:03|
1680|5035186|800|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO.500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-08 12:02:02|
1869|6000052|180|6|ADMINISTRACION GENERAL DE ADUANAS QUE HABRAN DE APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, D|1|2026-01-27 16:41:01|
3129|6000603|240|10|CP.36815 LUNKOMEX SA DE CV , AV. RESURRECCION SUR NO.6 PUEBLA  PUEBLA CP.72228 BROSE MEXICO SA DE CV AV. DE LA CORTE NO.|2|2026-01-21 12:03:03|
1680|6002471|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25 24 1680 5036291EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|1|2026-01-21 15:15:05|
3147|5005610|850|2|EPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGL|1|2026-01-26 19:51:12|
1680|6002468|800|4|ICULOS DE AUTOTRANSPORTEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-|1|2026-01-21 15:15:04|
3949|6000507|670|5|IA EL 02 DE SEPTIEMBRE DE 2025 MOTIVO DEL CUALSE DECLARA ESTE ULTIMO|1|2026-01-26 14:03:01|
1680|6002474|800|3|RACION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEH|1|2026-01-21 15:15:06|
1669|6900440|510|11|CONSIDERA QUE EL IMPORTADOR SUFRE UN CAMBIO DE DOMICILIO DE HENRY FORD 100 PISO 5 COL. SAN MATEO NOPALA C.P. 53126 NAUCA|2|2026-01-28 15:44:01|
1680|5000866|240|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL DE LA INDUSTRIA AUTOMOTRIZ NO. 5000000|1|2026-01-27 17:59:02|
1680|6002501|800|6|9.PE: 1109R|1|2026-01-26 15:35:04|
1680|6002504|800|5|OTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENERAL DE ADUANAS QUE HABRAN DE APLICAR LAS U|1|2026-01-28 17:10:06|
1680|5035180|800|3|9.LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LASRGCE VIGENTES, ART. 37 Y 37-A D|1|2026-01-19 16:02:02|
1680|6011272|240|3|DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRACCIO|1|2026-01-26 18:32:03|
1680|6011286|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX696087-131716-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-31 14:41:03|
1680|6001003|230|1|EXTRACCION DE MERCANCIAS AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL DE LA IND. AUTOMOTRIZ NO. 500-00-00-00-|1|2026-01-19 11:13:01|
3147|5000150|470|4|N EL PEDIMENTO 25 47 3147 5000150 DE FECHA 31/12/2025 POR TRATARSE DE SUBDIVISIONES EN GUIAS MASTER Y HOUSE|1|2026-01-08 14:05:01|
1680|6002464|800|2|VAMENTE DE CONFORMIDAD CON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10 DEL MANUAL DE OPE|1|2026-01-21 15:15:03|
3147|5038481|470|1|PLANTA 02007 FSCD/ REFACCIONESPEDIMENTO CONSOLIDADO DEL 08 AL 12 DE DICIEMBRE DEL 2025EL IMPORTADOR CUENTA CON AUTORIZAC|1|2026-01-29 19:09:00|
1680|6002458|800|2|VAMENTE DE CONFORMIDAD CON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10 DEL MANUAL DE OPE|1|2026-01-20 15:49:03|
1680|5087442|240|5|ME-D1LMD. , 12082025-LME-D1LMD. , 12152025-LME-D1LMD. , 12152025-LME-D2LMD. , 12152025-LME-D3LMD. , 12172025-LME-D1LMD.|1|2026-01-23 11:10:08|
3147|5005608|850|3|EGLA 4.5.30 DE LAS RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRES|1|2026-01-20 14:03:06|
3129|6000603|240|12|EL MEXICO SA DE CV,VIALIDAD EL PUEBLITO NO.104 SANTA ROSA DE JAUREGUI QRTO. CP.76220 BENTELER DE MEXICO SA DE CV CALLE A|2|2026-01-21 12:03:03|
3147|5038222|470|6|INCREMENTABLES PARA EL MES DE DICIEMBRE ES 0.23941FLETES: 0.23940SEGUROS: 0.00001UUID CARTA PORTE:D4F83DED-A2A0-4AB3-854|1|2026-01-27 13:49:03|
3129|6000603|240|14|CP 76220 FAURECIA SISTEMAS AUTOMOTRICES, KM.9.5 CARRETERA CONSTITUCION,QUERETARO QRTO. CP.76100 AMER AXLE & MFG. AV. COM|2|2026-01-21 12:03:03|
1669|6001813|810|6|04MARCAS, NUMERO, TOTAL DE BULTOS: SSAB, SE DESCONSOLIDA: 01 BULTO DENTRO DEL CONTENEDOR: TCLU697603001 BULTO DENTRO DEL|1|2026-01-30 11:25:01|
3147|6001014|650|9|L 15 DE NOVIEMBRE DEL 2029AREA PD, GTBC PLANTA 5008INCOTERM: FCA / EXWFACTOR INCREMTABLE DEL MES DE ENERO: 0.10194|1|2026-01-20 11:43:01|
1680|6011258|240|1|FACTURAS CON MAS DE 15 CARACTERES: CTTX694115-A76412-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-21 18:27:09|
1680|6011269|240|3|AGO DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRA|1|2026-01-26 18:30:08|
1680|6002500|800|1|NACIONALIZACION DEL PEDIMENTO F2: 26 24 1680 5092145EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|1|2026-01-26 15:35:03|
1680|6011286|240|2|DE VEHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE P|1|2026-01-31 14:41:03|
1680|5031271|800|3|RANSFIERE: GKN DRIVELINE CELAYA, IMMEX 2896-2006 SUCURSAL: CARRETERA ALTERNA CELAYA-VILLAGRAN KM. 11 S/N COLONIA EL PINT|1|2026-01-19 08:45:01|
3147|5009554|521|5|S, SE RELACIONA CON EL PEDIMENTO 3147-5009552 OP. 1 Y PEDIMENTO 3147-5009553 OP. 1 DEL 23/12/2025.|1|2026-01-08 18:36:01|
1680|6001093|230|2|AUTORIZACION DE DEPOSITO FISCAL DE LA INDUSTRIA AUTOMOTRIZ NO. 500-00-00-00-00-2025-5374PE 1301, OPERACION CORRESPONDIEN|1|2026-01-28 13:53:02|
1680|6002499|800|6|MPORTARSE DEFINITIVAMENTE DE CONFORMIDAD CON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10|1|2026-01-27 14:44:00|
1680|5087442|240|2|-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DESEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 202|1|2026-01-23 11:10:08|
3129|6000613|240|7|CORTAZAR VILLAGRAN , GUANAJUATO CP.38300 VIBRACOUSTIC TOLUCA SA DE CV PARQUE INDUSTRIAL TOLUCA NO.2000 TOLUCA ESTADO DE|2|2026-01-21 16:01:11|
1669|6900415|510|2|N TERMINOS DEL NUMERAL 4.3.2.17 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VE|1|2026-01-21 13:38:01|
3147|6001323|470|3|DEL 2025 AL 15 DE NOVIEMBRE DEL 2029AREA PD    PLANTA: 05008   TIPO DE MATERIAL: PROTOTIPOINCOTERM: FCAFACTOR INCREMENT|1|2026-01-21 18:03:01|
1680|6011264|240|1|FACTURAS CON MAS DE 15 CARACTERES: TM2534-BT3845-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA DE V|1|2026-01-23 16:59:04|
1680|6011271|240|2|DE VEHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE P|1|2026-01-23 18:46:04|
1680|6002495|800|2|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029  CAMBIO DE REGIMEN PED|1|2026-01-23 15:46:03|
1680|5035180|800|7|32025-DB-44HEXP. , 12232025-DB-64JEXP. , 12232025-LMEXP-10072. , 2025/CINV000002857. , 2025/CINV000002922. , APO-PT-0112|1|2026-01-19 16:02:02|
1680|6002507|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25-80-1680-5018126  PARA IMPORTARSE DEFINITIVAMENTE DE CONFORMIDAD CON EL ART.120 FRAC|1|2026-01-30 15:24:02|
1680|6011260|240|3|AGO DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRA|1|2026-01-22 18:35:09|
1680|6011278|240|4|CCION VII DE LA LEY DE TENENCIA|1|2026-01-30 18:41:06|
1680|6002500|800|3|RACION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEH|1|2026-01-26 15:35:03|
1680|5070743|240|5|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029|1|2026-01-07 16:56:08|
1680|5031293|800|2|5026911EMPRESA QUE ENAJENA: PANASONIC AUTOMOTIVE SYSTEMS AMERICA, LLC, 37101 CORPORATE DRIVE, FARMINGTON HILLS MI 48331|1|2026-01-08 16:47:02|
3147|6001206|470|6|A SE RECTIFICA:PAIS DE ORIGEN EN POSICION 4:DICE: DEUDEBE DECIR: POL|2|2026-01-20 16:41:02|
1680|6002473|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25 24 1680 5036299EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|1|2026-01-21 15:15:06|
1680|6011255|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX705764-A76276-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-20 18:30:10|
3949|6000024|670|2|A LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RG|1|2026-01-28 11:56:00|
3147|6001325|470|1|NACIONALIZACION PARCIAL DEL PEDIMENTO F2: 25-47-3147-5004783OPERACION DE ACUERDO CON LA REGLA 2.4.11, FRACCION X, INCISO|1|2026-01-21 17:57:01|
3147|6000328|850|6|LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERAPEDIMENTO CONSOLIDADO DEL 01 AL 30 DE|2|2026-01-21 12:46:09|
1680|6002501|800|2|VAMENTE DE CONFORMIDAD CON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10 DEL MANUAL DE OPE|1|2026-01-26 15:35:04|
1680|5031298|800|7|INDUSTRIAL DYNATECH, HERMOSILLO, C.P. 83299, SONORA, MEXICO.GSDB CODE: HUK9APLANTA: AP24A|1|2026-01-29 16:53:02|
1680|6002513|800|4|AL DE ADUANAS QUE HABRAN DE APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, DEL MANUAL DE OPERACIO|1|2026-01-30 12:51:00|
3129|6000603|240|9|TO DE LA IND. NORTE NO. 6 LERMA ESTADO DE MEXICO CP.52000 BORWARNER AUTOMOTIVE, RIO DANUBIO NO.303, IRAPUATO GUANAJUATO|2|2026-01-21 12:03:03|
3147|6001405|470|3|02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029AREA PD    PLANTA: 05008   TIPO DE MATERIAL: PROTOTIPOINCOTERM: FCA|1|2026-01-27 13:43:02|
1680|6002475|800|6|9.PE: 01111|1|2026-01-21 15:15:07|
3147|6001325|470|3|EN A LA PRODUCCION DE ALGUNO DE LOS BIENES DEL ARTICULO 4 DE DICHO ORDENAMIENTO. PARA IMPORTARSE DEFINITIVAMENTE DE CONF|1|2026-01-21 17:57:01|
1680|6011281|240|1|FACTURAS CON MAS DE 15 CARACTERES: TM2465-BT3851-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA DE V|1|2026-01-30 17:42:04|
1680|6000833|800|3|RACION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEH|2|2026-01-13 17:35:02|
1680|5031294|800|6|, JUAREZ ESTADO DE MEXICO. C.P. 53126.RFC: FMO8304236C5. NUMERO DE AUTORIZACION DE DEPOSITO FISCAL:500-00-00-00-00-2025-|1|2026-01-14 14:56:01|
1680|6024633|240|1|PLANTA:02007 FCSD / REFACCIONESFACTOR INCREMENTABLE SEGUROS: 0.00004|1|2026-01-23 18:49:01|
1680|6011284|240|3|AGO DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRA|1|2026-01-31 14:41:02|
1680|6002502|800|8|MINISTRACION GENERAL DE ADUANAS QUE HABRAN DE APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, DEL|1|2026-01-26 13:32:00|
3949|6000506|670|5|IA EL 02 DE SEPTIEMBRE DE 2025 MOTIVO DEL CUALSE DECLARA ESTE ULTIMO|1|2026-01-26 14:14:00|
3147|6001397|470|10|RO: 0.10194FLETES: 0.10193SEGURO: 0.00001|1|2026-01-23 18:30:02|
3147|6001397|470|6|A ADMINISTRACION GENERAL DE ADUANAS QUE HABRAN DE APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA,|1|2026-01-23 18:30:02|
3129|6000613|240|4|TRIBUIDORA. CIRCUITO INT. 170, SAN LUIS POTOSI, SL 78395 AUMA SA DE CV CIRC DE LA IND NTE 38. LERMA, MEXICO 52000 CONTIN|2|2026-01-21 16:01:11|
1680|6002469|800|3|RACION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEH|1|2026-01-20 15:49:02|
1680|6011279|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX967096-131584-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-30 18:41:07|
3147|6001384|470|9|DAP|1|2026-01-23 12:01:01|
3147|6001384|470|3|NAMIENTO.PARA IMPORTARSE DEFINITIVAMENTE DE CONFORMIDAD CON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL N|1|2026-01-23 12:01:01|
3129|6000613|240|15|ERCIANTES NO.1300, SILAO GUANAJUATO CP.36100  ZKW MEXICO SA DE CV, AVENIDA PENAFIEL NO.1 , SILAO GTO. CP.36275 GISEDERLA|2|2026-01-21 16:01:11|
1680|6002475|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25 24 1680 5036303EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|1|2026-01-21 15:15:07|
1680|6011266|240|4|N VII DE LA LEY DE TENENCIANODRIZA SIN SELLO FISCAL|1|2026-01-23 16:59:07|
1680|5031284|800|5|ANTA: HWQXAEMPRESA COMPRADORA: FORD MOTOR COMPANY S.A. DE C.V., HENRY FORD, NUMERO EXTERIOR 100, PISO 5, LOCALIDAD NAUCA|1|2026-01-09 14:33:03|
1669|5023883|430|3|E 5.1.4 VIGENTEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-202|1|2026-01-05 16:50:01|
3147|5038781|470|15|8-441D-B783-D264E0AEA32E,739F856B-B9CA-4E62-8577-39806CE860BD,92156ADF-41A1-40FA-B0C1-EBDEC56B48C9UUID CARTA PORTE:0327E|1|2026-01-29 22:00:01|
3147|5038653|470|14|1,2FF3D694-F3DF-44E0-8160-52BBD29E25F3,5BFF6CD2-0A4F-42FF-B309-3FB2306B9351,8A664DF1-51BA-4F1A-86FD-0964C903C7AF,AAC432E|1|2026-01-29 22:06:01|
1680|6002471|800|3|RACION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEH|1|2026-01-21 15:15:05|
3949|6000023|670|3|GCE VIGENTES MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION BAJO E|1|2026-01-28 11:49:01|
1680|6001005|230|3|EL NUMERAL 4.3.2.10 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE A|1|2026-01-19 11:13:02|
3147|6001327|470|4|ERIAL: NO PRODUCTIVOEL IVA CON FORMA DE PAGO 13 POR $19551.00 SE EFECTUO EN EL PEDIMENTO F2 25 47 3147 5031272, MISMO QU|1|2026-01-27 11:33:01|
1680|6002473|800|5|00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 202|1|2026-01-21 15:15:06|
1680|6002471|800|6|9.PE: 01111|1|2026-01-21 15:15:05|
1680|6000844|800|5|00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 202|1|2026-01-21 15:46:01|
3147|5038481|470|7|IDAD CON EL ARTICULO 36A DE LA LEY ADUANERA Y 65, PARRAFO III DEL REGLAMENTO DE LA LEY. SIENDO ESTA LA 1RA OPERACION.SE|1|2026-01-29 19:09:00|
3949|6000022|670|3|VIGENTES MISMA QUEESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACIONBAJO EL OFI|1|2026-01-28 11:40:01|
1680|6011262|240|3|AGO DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRA|1|2026-01-22 18:35:11|
1680|6011252|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX980358-688678-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-20 18:30:08|
3147|6001761|470|8|39443784792536097382797706609027428550|2|2026-01-30 17:29:02|
1669|6900377|510|14|0 MXPPRECIO PAGADO/VALOR COMERCIAL: 73664816.00 MXPDEBE DECIR:VALOR DOLARES:4385733.37 USDVALOR ADUANA: 78736195.00 MXPP|2|2026-01-05 15:03:01|
3949|5004919|160|7|CION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA|1|2026-01-08 16:41:02|
1680|6000824|800|6|DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02|1|2026-01-30 14:26:01|
1680|6011285|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX704531-131720-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-31 14:41:02|
3147|6001761|470|2|IO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENVIA DEL|2|2026-01-30 17:29:02|
3147|6001405|470|4|/ EXWFACTOR INCREMENTABLE DEL MES DE ENERO: 0.10194SEGUROS : 0.0000100 FLETES: 0.10193|1|2026-01-27 13:43:02|
3147|6001369|470|1|NACIONALIZACION PARCIAL DEL PEDIMENTO F2: 25-85-3147-5005156ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACI|1|2026-01-23 12:03:01|
1869|6000036|180|4|0-00-00-00-00-2025-5374. DE CONFORMIDAD CON LO DISPUESTO EN EL NUMERAL 4.3.2.8. DEL APARTADO DEPOSITO FISCAL PARA LA IND|1|2026-01-21 16:06:00|
3129|6000613|240|18|MS DEE MEXICO S DE, RIO MISSISSIPI NO. 191 IRAPUATO, GTO. CP.36815.  RECTIFICACION DE CONFORMIDAD CON EL ARTICULO 89 DE|2|2026-01-21 16:01:11|
1680|6002504|800|4|NUMERAL 4.3.2.10 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUT|1|2026-01-28 17:10:06|
1680|6024621|240|1|PLANTA:02007 FCSD / REFACCIONESFACTOR INCREMENTABLE SEGUROS: 0.00004|1|2026-01-19 12:53:03|
1680|6002472|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25 24 1680 5036292EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|1|2026-01-21 15:15:07|
1669|6900440|510|6|R EDOCUMENT DE BL Y CARTA INCREMENTABLE ,SE MODIFICA DOMICILIO DEL IMPORTADOR, SE AGREGA LEYENDA DE CAMBIO DE DOMICILIO.|2|2026-01-28 15:44:01|
3129|6000613|240|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO.500-00-00-00-00-2025-5374  DEL 02 D|2|2026-01-21 16:01:11|
3147|6001325|470|11|CON EL ANEXO 27 DE LAS RGCE, ASI COMO EL ARTICULO 2A, FRACCION I, INCISO I Y EL ART 9, FRACCION III DE LA LEY DEL IMPUE|1|2026-01-21 17:57:01|
1680|6002513|800|7|TA: 1608 PROTOTIPOINCOTERM: DAP|1|2026-01-30 12:51:00|
1680|5005480|230|6|S BAJO LA FRACCION ARANCELARIA 9803.00.01.00 DE CONFORMIDAD CON LO DISPUESTO EN EL NUMERAL 4.3.2.8 DEL APARTADO DEPOSITO|1|2026-01-06 19:04:02|
3949|5104839|071|1|PLANTA 1708 4133 TIPO DE MATERIAL: GARANTIAS FACTOR INCREMENTABLE CORRESPONDIENTE DICIEMBRE 0.01109 FLETES 0.01108, SEGU|1|2026-01-06 09:12:01|
3147|5005610|850|3|A 4.5.30 DE LAS RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENT|1|2026-01-26 19:51:12|
1680|6011282|240|2|EHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE PAGO|1|2026-01-30 17:41:02|
1680|6024620|240|1|PLANTA:02007 FCSD / REFACCIONESFACTOR INCREMENTABLE SEGUROS: 0.00004|1|2026-01-19 12:43:04|
1669|6900440|510|2|TERMINOS DEL NUMERAL 4.3.2.17 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEH|2|2026-01-28 15:44:01|
1680|6002470|800|6|9.PE: 01111|1|2026-01-20 15:49:02|
1680|5031298|800|2|6018183EMPRESA QUE ENAJENA:  AUMOVIO SYSTEMS INC. ONE CONTINENTAL DRIVE AUBURN HILLS, MI, USA, 38-3388409TRANSFIERE:  A|1|2026-01-29 16:53:02|
1680|6011259|240|4|CCION VII DE LA LEY DE TENENCIA|1|2026-01-22 18:35:09|
3949|6000507|670|2|A LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DEVEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGC|1|2026-01-26 14:03:01|
1680|6011281|240|4|N VII DE LA LEY DE TENENCIANODRIZA SIN SELLO FISCAL|1|2026-01-30 17:42:04|
3129|6000603|240|3|RQUE INDUSTRIAL AGS, MEXICO 20303 SOGEFI SYSTEMS MEXICO AVENIDA ENCINOS 120 APODACA NL, MEXICO 66645 CONTITECH FLUID DIS|2|2026-01-21 12:03:03|
1680|5031265|800|7|304236C5, BOULEVARD HENRY FORD, 33, ESQ LINCOLN PARQUE INDUSTRIAL DYNATECH, HERMOSILLO, C.P. 83299, SONORA, MEXICOGSBC:|1|2026-01-27 17:00:03|
3949|6000015|670|4|L OFICIO NO. 326-SAT-57813 Y QUE TUVO ACTUALIZACION CONFORME AL NUEVO OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA|1|2026-01-22 11:37:01|
3147|6000328|850|9|1BE7D-414F-4CAE-987E-D322E00D4C7D,EBD30221-1E14-41A9-BD8A-4ADAA2828BC0,F1A089EA-F9FF-4EB1-BB84-3FD6C87F6568,F42260A2-9D9|2|2026-01-21 12:46:09|
3147|6000328|850|1|AREA PDPLANTA: 05008TIPO DE MATERIAL:PROTOTIPOEL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA|2|2026-01-21 12:46:09|
3949|5005113|160|42|F627,CD06861D-99D8-4EA2-BA92-66722D76B8D2,D056442E-2198-4F1B-9CE2-6E78C86F88AA,D522E60D-7314-4433-A0DA-4EE0F8BB0616,D534|1|2026-01-07 13:36:06|
1680|5018471|800|4|AD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA.PEDIMENTO CONSOLIDADO DEL 1 AL|1|2026-01-08 15:33:12|
